name,date,sales ,sales_share,boxoffice_num,num_of_screen,num_of_screenings,rep_nation,nation,distributor,director1,director2,director3,director4,director5,director6,director7,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,director8,director9,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46
아담스 패밀리,2019.11.7,"2,636,891,140",0.1%,"329,955",802,"11,242",미국,"미국,영국,캐나다",유니버설픽쳐스인터내셔널 코리아(유), 그렉 티어난, 콘래드 버논,,,,,, 오스카 아이삭, 샤를리즈 테론, 클로이 모레츠, 닉 크롤, 제이본 워너 월튼, 스눕 독, 빌 헤이더,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
헬보이,2019.4.10,"2,777,106,321",0.1%,"323,198",726,"26,507",미국,미국,메가박스중앙(주)플러스엠, 길예르모 델 토로,,,,,,, 론 펄먼, 존 허트, 셀마 블레어, 루퍼트 에반스, 카렐 로든, 제프리 탬버,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
예스터데이,2019.9.18,"2,580,213,100",0.1%,"306,332",816,"23,340",미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
천로역정: 천국을 찾아서,2019.6.13,"2,202,838,010",0.1%,"296,588",381,"8,329",미국,미국,"(재)CBS,주식회사 마운틴픽쳐스", 로버트 페르난데스,,,,,,, 존 라이스 데이비스, 벤 프라이스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
미성년,2019.4.11,"2,494,615,950",0.1%,"293,352",673,"27,314",한국,한국,(주)쇼박스, 김윤석,,,,,,, 염정아, 김소진, 김혜준, 박세진, 김윤석,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
배심원들,2019.5.15,"2,306,806,090",0.1%,"288,579",784,"20,271",한국,한국,CGV아트하우스, 홍용호,,,,,,, 장유, 김가빈, 고서희,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기방도령,2019.7.10,"2,330,230,190",0.1%,"287,053",625,"16,652",한국,한국,판씨네마(주), 남대중,,,,,,, 준호, 정소민, 최귀화, 예지원, 공명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신데렐라:마법 반지의 비밀,2019.2.20,"2,114,475,240",0.1%,"284,922",575,"9,977",미국,미국,예지림엔터테인먼트, 린 사우더랜드,,,,,,, 사문영, 김혜성, 남도형,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원스 어폰 어 타임... 인 할리우드,2019.9.25,"2,269,807,670",0.1%,"277,319",678,"15,147",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점, 쿠엔틴 타란티노,,,,,,, 레오나르도 디카프리오, 브래드 피트, 마고 로비,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기묘한 가족,2019.2.13,"2,121,514,275",0.1%,"263,598",625,"15,314",한국,한국,메가박스중앙(주)플러스엠, 이민재,,,,,,, 정재영, 김남길, 엄지원, 이수경, 정가람, 박인환,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
악질경찰,2019.3.20,"2,256,615,278",0.1%,"262,233",833,"22,785",한국,한국,워너브러더스 코리아(주), 베르너 헤어조크,,,,,,, 니콜라스 케이지, 에바 멘데스, 발 킬머,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
라스트 크리스마스,2019.12.5,"2,058,391,130",0.1%,"249,323",623,"14,580",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
메리 포핀스 리턴즈,2019.2.14,"1,816,281,960",0.1%,"224,160",573,"11,128",미국,미국,월트디즈니컴퍼니코리아 유한책임회사, 롭 마샬,,,,,,, 에밀리 블런트, 린-마누엘 미란다, 벤 위쇼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
명탐정 코난: 감청의 권,2019.7.24,"1,740,310,530",0.1%,"219,078",602,"8,790",일본,일본,(주)씨제이이엔엠, 나가오카 치카,,,,,,, 타카야마 미나미, 야마자키 와카나, 코야마 리키야, 야마구치 캇페이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스윙키즈,2018.12.19,"1,786,104,690",0.1%,"214,314",587,"10,010",한국,한국,(주)넥스트엔터테인먼트월드(NEW), 토머스 카터,,,,,,, 로버트 숀 레오나드, 크리스찬 베일,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
커런트 워,2019.8.22,"1,817,540,600",0.1%,"210,945",276,"10,983",미국,미국,(주)이수C&E, 알폰소 고메즈-레존,,,,,,, 베네딕트 컴버배치, 톰 홀랜드, 니콜라스 홀트, 마이클 섀넌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어린 의뢰인,2019.5.22,"1,686,149,600",0.1%,"204,259",671,"17,416",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트, 장규성,,,,,,, 이동휘, 유선, 최명빈, 이주원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"안녕, 티라노: 영원히, 함께",2019.8.14,"1,591,019,230",0.1%,"203,667",512,"7,421",한국,한국,(주)넥스트엔터테인먼트월드(NEW), 시즈노 코분,,,,,,, 시영준, 정혜원, 이세은,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
비스트,2019.6.26,"1,606,470,590",0.1%,"203,042",737,"12,404",한국,한국,(주)넥스트엔터테인먼트월드(NEW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
요로나의 저주,2019.4.17,"1,784,935,221",0.1%,"202,756",620,"18,561",미국,미국,워너브러더스 코리아(주), 마이클 차베즈,,,,,,, 린다 카델리니,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
언니,2019.1.1,"1,746,373,250",0.1%,"197,134",530,"11,315",한국,한국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
언더독,2019.1.16,"1,494,957,830",0.1%,"195,183",612,"10,774",한국,한국,(주)넥스트엔터테인먼트월드(NEW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
롱 샷,2019.7.24,"1,677,753,797",0.1%,"191,122",454,"8,318",미국,미국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹", 조나단 레빈,,,,,,, 샤를리즈 테론, 세스 로건,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
앵그리 버드 2: 독수리 왕국의 침공,2019.8.7,"1,437,751,073",0.1%,"188,987",512,"7,252",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우상,2019.3.20,"1,581,839,728",0.1%,"183,784",900,"18,545",한국,한국,CGV아트하우스, 이수진,,,,,,, 한석규, 설경구, 천우희,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엔젤 해즈 폴른,2019.11.13,"1,479,789,022",0.1%,"181,400",601,"14,367",미국,미국,메가박스중앙(주)플러스엠, 릭 로먼 워,,,,,,, 제라드 버틀러, 모건 프리먼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두번할까요,2019.10.17,"1,457,656,120",0.1%,"176,020",658,"16,246",한국,한국,(주)리틀빅픽쳐스, 박용집,,,,,,, 권상우, 이정현, 이종혁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
점박이 한반도의 공룡2 : 새로운 낙원,2018.12.25,"1,352,205,400",0.1%,"174,833",581,"6,089",한국,한국,(주)넥스트엔터테인먼트월드(NEW), 한상호,,,,,,, 박희순, 라미란, 김성균,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
자전차왕 엄복동,2019.2.27,"1,304,861,670",0.1%,"172,212",624,"11,245",한국,한국,(주)셀트리온엔터테인먼트, 김유성,,,,,,, 비, 강소라, 이범수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진범,2019.7.10,"1,430,365,000",0.1%,"168,119",224,"8,819",한국,한국,(주)리틀빅픽쳐스, 고정욱,,,,,,, 송새벽, 유선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
더 페이버릿: 여왕의 여자,2019.2.21,"1,380,191,276",0.1%,"164,372",128,"5,748",미국,미국,이십세기폭스코리아(주), 요르고스 란티모스,,,,,,, 올리비아 콜맨, 엠마 스톤, 레이첼 와이즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이웃집 토토로,2001.7.28,"1,336,253,176",0.1%,"162,737",435,"6,833",일본,일본,"(주)스마일이엔티,(주)키다리이엔티", 미야자키 하야오,,,,,,, 히다카 노리코, 사카모토 치카, 타카기 히토시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가버나움,2019.1.24,"1,196,849,219",0.1%,"145,017",111,"5,360",기타,기타,"그린나래미디어(주),플레이리스트(주)", 나딘 라바키,,,,,,, 자인 알 라피아, 요르다노스 시프로우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
벌새,2019.8.29,"1,172,373,574",0.1%,"144,255",145,"7,457",한국,한국,"(주)엣나인필름,(주)콘텐츠판다",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
눈의 여왕4,2019.12.24,"1,044,574,960",0.1%,"143,853",541,"4,093",러시아,러시아,(주)넥스트엔터테인먼트월드(NEW), 로버트 렌스, 알렉세이 트시칠린,,,,,, 양정화, 박지윤, 임채헌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
크롤,2019.11.27,"1,126,287,080",0.1%,"140,336",612,"10,514",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트, 폴 차이나,,,,,,, 조지 셰프소브, 조지나 헤이그, 폴 홈즈, 앤디 바클레이, 폴 브라이언트, 로렌 딜런,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
극장판 엉덩이 탐정: 화려한 사건 수첩,2019.7.11,"1,094,031,140",0.1%,"138,118",561,"5,320",일본,일본,(주)넥스트엔터테인먼트월드(NEW), 히라야마 미호,,,,,,, 김은아, 소연,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
해리포터와 비밀의 방,2002.12.13,"1,198,151,000",0.1%,"137,788",33,"2,816",미국,미국,워너브러더스 코리아(주), 크리스 콜럼버스,,,,,,, 다니엘 래드클리프, 루퍼트 그린트, 엠마 왓슨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0MHz,2019.5.29,"1,088,258,860",0.1%,"137,294",446,"5,998",한국,한국,(주)스마일이엔티, 유선동,,,,,,, 정은지, 이성열, 최윤영, 신주환, 정원창,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
좀비랜드: 더블 탭,2019.11.13,"1,176,173,880",0.1%,"136,869",585,"13,536",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점, 루벤 플레셔,,,,,,, 우디 해럴슨, 제시 아이젠버그, 아비게일 브레스린, 엠마 스톤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
바이스,2019.4.11,"1,158,371,984",0.1%,"136,483",241,"9,835",미국,미국,(주)콘텐츠판다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
미드웨이,2019.12.31,"1,085,659,520",0.1%,"133,373",777,"2,592",미국,미국,(주)누리픽쳐스, 잭 스마이트,,,,,,, 찰톤 헤스톤, 헨리 폰다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
프린스 코기,2019.12.24,"1,028,933,300",0.1%,"132,958",455,"3,987",벨기에,벨기에,(주)이수C&E, 벤 스타센, 빈센트 케스텔루트,,,,,, 심규혁, 김리흔, 엄상현, 김혜성, 김현지, 김옥경,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
윤희에게,2019.11.14,"931,873,501",0.0%,"117,019",317,"6,795",한국,한국,(주)리틀빅픽쳐스, 임대형,,,,,,, 김희애, 김소혜, 성유빈, 나카무라 유코, 키노 하나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
명탐정 코난:전율의 악보,2019.2.14,"890,692,400",0.0%,"116,059",213,"3,254",일본,일본,(주)씨제이이엔엠, 야마모토 야스이치로,,,,,,, 타카야마 미나미, 야마자키 와카나, 쿠와시마 호우코,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안나,2019.8.28,"958,388,240",0.1%,"116,029",431,"7,492",프랑스,프랑스,판씨네마(주),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교회오빠,2019.5.16,"896,547,710",0.0%,"112,712",200,"5,245",한국,한국,커넥트픽쳐스(주), 이호경,,,,,,, 이관희, 오은주, 이소연,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
로켓맨,2019.6.5,"936,108,063",0.0%,"108,586",640,"9,870",영국,"영국,미국",롯데컬처웍스(주)롯데엔터테인먼트, 니콜라스 콜라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
암전,2019.8.15,"933,064,215",0.0%,"105,574",423,"5,127",한국,한국,TCO(주)더콘텐츠온, 두기봉,,,,,,, 유덕화, 유청운, 몽가혜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
미래의 미라이,2019.1.16,"850,050,957",0.0%,"104,954",508,"7,506",일본,일본,메가박스중앙(주)플러스엠, 호소다 마모루,,,,,,, 카미시라이시 모카, 쿠로키 하루,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
람보 : 라스트 워,2019.10.23,"800,099,140",0.0%,"103,199",483,"8,220",미국,미국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹", 애드리언 그런버그,,,,,,, 실베스터 스탤론,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
공포의 묘지,2019.4.10,"894,409,836",0.0%,"102,826",564,"11,578",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트, 레베카 매튜스,,,,,,, 제시카 오툴, 데이비드 코터, 리타 시디퀴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원더랜드,2019.8.14,"766,608,510",0.0%,"102,715",404,"3,948",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트, 제임스 콕스,,,,,,, 발 킬머, 케이트 보스워스, 리사 쿠드로, 조쉬 루카스, 팀 블레이크 넬슨, 딜란 맥더모트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
크게 될 놈,2019.4.18,"781,972,420",0.0%,"102,374",447,"7,901",한국,한국,(주)영화사오원, 강지은,,,,,,, 김해숙, 손호준,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
콜드 체이싱,2019.2.20,"777,401,607",0.0%,"101,694",480,"7,872",영국,영국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온", 한스 페터 몰란트,,,,,,, 리암 니슨, 톰 베이트먼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
라스트 미션,2019.3.14,"837,108,639",0.0%,"101,465",472,"8,614",미국,미국,워너브러더스 코리아(주), 올리비에 메가턴,,,,,,, 제이슨 스타뎀, 나탈리아 루다코바,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
파이브 피트,2019.4.10,"857,897,420",0.0%,"98,661",457,"9,413",미국,미국,"(주)누리픽쳐스,(주)케이티알파", 저스틴 밸도니,,,,,,, 헤일리 루 리차드슨, 콜 스프로즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소피와 드래곤: 마법책의 비밀,2019.10.2,"752,417,350",0.0%,"96,807",469,"4,613",러시아,러시아,(주)씨제이이엔엠, 마리나 네페도바,,,,,,, 정유정, 김명준,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아이 엠 마더,2019.4.11,"774,580,700",0.0%,"94,119",213,"8,218",미국,미국,"(주)삼백상회,(주)팬엔터테인먼트",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
러브 앳,2019.11.27,"745,125,500",0.0%,"93,085",153,"5,074",프랑스,"프랑스,벨기에",(주)크리픽쳐스, 위고 젤랭,,,,,,, 프랑수아 시빌, 조세핀 자피,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아내를 죽였다,2019.12.11,"764,772,560",0.0%,"91,924",556,"9,087",한국,한국,(주)케이티알파, 김하라,,,,,,, 이시언, 안내상, 왕지혜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구스 베이비,2019.1.16,"652,090,360",0.0%,"91,430",424,"4,799",미국,미국,(주)이수C&E, 크리스토퍼 젠킨스,,,,,,, 전현무, 유아, 박성광, 짐 개피건, 젠데이아 콜먼, 랜스 임, 레지 와츠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
더 보이,2019.5.23,"776,591,970",0.0%,"89,429",509,"8,579",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점, 크레이그 맥닐,,,,,,, 마이크 보겔, 줄레이카 로빈슨, 레인 윌슨, 데이빗 모스, 빌 세이지, 에이든 러브캠프,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김복동,2019.8.8,"711,947,060",0.0%,"89,011",366,"5,719",한국,한국,(주)엣나인필름,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
레고 무비2,2019.2.6,"682,894,040",0.0%,"88,392",442,"4,281",미국,"미국,덴마크,캐나다,노르웨이,호주",워너브러더스 코리아(주), 마이크 미첼,,,,,,, 크리스 프랫, 엘리자베스 뱅크스, 윌 아넷, 스테파니 비트리즈, 티파니 해디쉬, 알리슨 브리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
미드소마,2019.7.11,"801,107,816",0.0%,"88,079",388,"5,035",미국,미국,(주)팝엔터테인먼트, 아리 에스터,,,,,,, 플로렌스 퓨, 잭 레이너, 윌 폴터, 윌리엄 잭슨 하퍼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그대 이름은 장미,2019.1.16,"735,782,970",0.0%,"88,054",540,"7,704",한국,한국,(주)리틀빅픽쳐스, 조석현,,,,,,, 유호정, 박성웅, 오정세, 하연수, 이원근, 최우식, 채수빈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스파이더맨: 뉴 유니버스,2018.12.12,"703,187,100",0.0%,"83,516",134,"3,007",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점, 밥 퍼시케티, 피터 램지, 로드니 로스맨,,,,, 샤메익 무어, 헤일리 스테인펠드, 니콜라스 케이지, 제이크 존슨, 리브 슈라이버, 마허샬라 알리, 브라이언 타이리 헨리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
로망,2019.4.3,"600,174,900",0.0%,"81,754",405,"6,636",한국,한국,(주)메리크리스마스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"어쩌다, 결혼",2019.2.27,"587,284,249",0.0%,"76,846",529,"6,850",한국,한국,CGV아트하우스, 박호찬, 박수진,,,,,, 김동욱, 고성희,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018.12.19,"586,691,600",0.0%,"75,806",336,"2,426",일본,일본,(주)씨제이이엔엠, 타카하시 와타루,,,,,,, 박영남, 강희선, 김환진, 여민정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호텔 뭄바이,2019.5.8,"606,408,700",0.0%,"74,034",207,"6,329",호주,호주,"글뫼 주식회사,(주)에스와이코마드", 안소니 마라스,,,,,,, 데브 파텔, 아미 해머, 나자닌 보니아디, 아누팜 커, 제이슨 아이삭스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
카운트다운,2019.12.12,"610,621,000",0.0%,"73,305",238,"3,938",미국,미국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온", 저스틴 덱,,,,,,, 엘리자베스 라일, 피터 파시넬리, 탈리타 베이트먼, 조던 캘러웨이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
극장판 반지의 비밀일기,2019.9.11,"550,043,170",0.0%,"68,339",459,"3,602",한국,한국,"(주)영화사 빅,(주)버킷스튜디오", 한승우,,,,,,, 방연지, 김선혜, 조경이, 채민지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그린치,2018.12.19,"513,096,950",0.0%,"67,906",449,"2,501",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 스콧 모지어, 야로우 체니,,,,,, 베네딕트 컴버배치, 퍼렐 윌리엄스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
몬스터 하우스,2019.10.3,"513,741,000",0.0%,"64,826",202,"2,432",캐나다,캐나다,(주)박수엔터테인먼트, 피터 레페니오티스,,,,,,, 베키 지, 조쉬 펙, 올리비아 홀트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노팅 힐,1999.7.3,"524,009,082",0.0%,"63,272",183,"5,759",미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
닥터 슬립,2019.11.7,"542,928,260",0.0%,"62,349",484,"6,352",미국,미국,워너브러더스 코리아(주), 마이크 플래너건,,,,,,, 이완 맥그리거, 레베카 퍼거슨, 카일리 커란,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 유관순,2019.3.14,"506,367,410",0.0%,"61,938",269,"3,249",한국,한국,"주식회사 마운틴픽쳐스,(주)케이티알파", 신상민,,,,,,, 이새봄, 양윤희, 김나니, 박자희, 김규리, 김무늬, 류의도, 장세아, 황도원, 문보람, 나애진,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안녕 베일리,2019.9.5,"501,461,800",0.0%,"61,099",184,"3,729",미국,미국,CGV아트하우스, 게일 맨쿠소,,,,,,, 조시 게드, 데니스 퀘이드, 캐서린 프레스콧, 마그 헬젠버거, 베티 길핀, 헨리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사탄의 인형,2019.6.20,"558,760,590",0.0%,"60,340",465,"5,174",미국,미국,(주)이수C&E, 커일 칼빈,,,,,,, 토머스 도니, 디 월리스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
애프터,2019.8.22,"493,826,240",0.0%,"58,664",235,"3,190",미국,미국,판씨네마(주), 라이언 스미스,,,,,,, 스티븐 스트레이트, 카롤리나 비드라, 산드라 엘리스 라퍼티, 매디슨 린츠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
더 룸,2019.9.25,"461,964,100",0.0%,"56,787",163,"4,078",프랑스,"프랑스,룩셈부르크,벨기에","(주)퍼스트런,(주)팬엔터테인먼트",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우리집,2019.8.22,"444,391,340",0.0%,"56,087",147,"4,595",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
왓칭,2019.4.17,"463,512,262",0.0%,"55,366",488,"8,514",한국,한국,(주)리틀빅픽쳐스, 김성기,,,,,,, 강예원, 이학주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사일런스,2019.7.17,"463,969,062",0.0%,"54,158",456,"5,749",미국,미국,(주)이수C&E, 마틴 스코세이지,,,,,,, 앤드류 가필드, 리암 니슨, 아담 드라이버,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
빅샤크2: 해저2만리,2019.6.6,"384,674,920",0.0%,"53,147",344,"2,213",중국,중국,와이드 릴리즈(주), 신우,,,,,,, 장병관, 김소희,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어글리 돌,2019.5.1,"382,560,870",0.0%,"52,586",353,"2,588",미국,미국,판씨네마(주),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
콜레트,2019.3.27,"409,586,989",0.0%,"51,246",169,"3,385",영국,"영국,미국,헝가리","(주)넥스트엔터테인먼트월드(NEW),(주)팬엔터테인먼트",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마약왕,2018.12.19,"437,722,390",0.0%,"50,482",426,"3,795",한국,한국,(주)쇼박스, 우민호,,,,,,, 송강호, 조정석, 배두나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세상을 바꾼 변호인,2019.6.13,"387,086,170",0.0%,"49,455",185,"3,300",미국,미국,CGV아트하우스, 미미 레더,,,,,,, 펠리시티 존스, 아미 해머,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
슈퍼미니 2,2019.2.27,"374,780,620",0.0%,"48,942",345,"2,676",프랑스,프랑스,(주)박수엔터테인먼트, 토마스 자보, 헬레네 지라드,,,,,, 브루노 살로몬, 티에리 프레몽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
